18	7	59
18	8	60
18	9	63
19	0	9
19	1	64
19	2	9
19	3	64
19	4	9
19	5	5
19	6	6
19	7	7
19	8	8
19	9	2
20	0	1
20	1	0
20	2	65
20	3	0
20	4	9
20	5	11
20	6	1
20	7	2
20	8	4
20	9	5
21	0	6
21	1	7
21	2	8
21	3	2
21	4	0
21	5	11
21	6	64
21	7	9
21	8	7
21	9	8
22	0	6
22	1	9
22	2	10
22	3	20
22	4	10
22	5	11
22	6	10
22	7	11
22	8	10
22	9	9
23	0	0
23	1	1
23	2	11
23	3	15
23	4	14
23	5	1
23	6	15
23	7	6
23	8	5
23	9	4
24	0	2
24	1	0
24	2	9
24	3	10
24	4	20
24	5	66
24	6	67
24	7	17
24	8	67
24	9	16
25	0	33
25	1	8
25	2	11
25	3	19
25	4	18
25	5	8
25	6	3
25	7	19
25	8	11
25	9	7
26	0	8
26	1	6
26	2	5
26	3	2
26	4	1
26	5	0
26	6	1
26	7	2
26	8	4
26	9	5
27	0	6
27	1	7
27	2	8
27	3	6
27	4	5
27	5	2
27	6	11
27	7	34
27	8	6
27	9	7
28	0	8
28	1	4
28	2	2
28	3	11
28	4	18
28	5	17
28	6	16
28	7	6
28	8	8
28	9	7
29	0	2
29	1	1
29	2	8
29	3	3
29	4	19
29	5	11
29	6	5
29	7	6
29	8	7
29	9	8
30	0	6
30	1	2
30	2	68
30	3	69
30	4	70
30	5	71
30	6	70
30	7	2
30	8	72
30	9	2
31	0	11
31	1	0
31	2	1
31	3	2
31	4	7
31	5	8
31	6	2
31	7	1
31	8	0
31	9	2
32	0	7
32	1	8
32	2	4
32	3	19
32	4	20
32	5	19
32	6	16
32	7	8
32	8	7
32	9	2
33	0	73
33	1	74
33	2	75
33	3	76
33	4	74
33	5	75
33	6	74
33	7	73
33	8	20
33	9	18
34	0	74
34	1	75
34	2	73
34	3	75
34	4	77
34	5	74
34	6	73
34	7	78
34	8	74
34	9	79
35	0	33
35	1	8
35	2	33
35	3	6
35	4	33
35	5	8
35	6	33
35	7	8
35	8	33
35	9	80
36	0	80
36	1	26
36	2	81
36	3	15
36	4	7
36	5	80
36	6	26
36	7	27
36	8	26
36	9	82
37	0	27
37	1	15
37	2	5
37	3	7
37	4	25
37	5	5
37	6	12
37	7	17
37	8	15
37	9	13
38	0	18
38	1	6
38	2	66
38	3	5
38	4	7
38	5	18
38	6	7
38	7	15
38	8	5
38	9	26
39	0	15
39	1	13
39	2	15
39	3	83
39	4	16
39	5	15
39	6	84
39	7	15
39	8	17
39	9	16
40	0	17
40	1	15
40	2	5
40	3	20
40	4	6
40	5	15
40	6	2
40	7	79
40	8	18
40	9	80
41	0	18
41	1	11
41	2	10
41	3	8
41	4	80
41	5	18
41	6	16
41	7	2
41	8	26
41	9	81
42	0	5
42	1	76
42	2	18
42	3	15
42	4	17
42	5	66
42	6	20
42	7	7
42	8	8
42	9	20
43	0	5
43	1	16
43	2	83
43	3	2
43	4	10
43	5	85
43	6	17
43	7	12
43	8	10
43	9	20
44	0	86
44	1	87
44	2	86
44	3	88
44	4	86
44	5	15
44	6	7
44	7	15
44	8	80
44	9	15
45	0	14
45	1	80
45	2	26
45	3	80
45	4	15
45	5	80
45	6	15
45	7	80
45	8	26
45	9	14
46	0	89
46	1	90
46	2	91
46	3	92
46	4	91
46	5	90
46	6	93
46	7	94
46	8	95
46	9	79
47	0	95
47	1	96
47	2	97
47	3	95
47	4	97
47	5	95
47	6	98
47	7	0
47	8	1
47	9	97
48	0	73
48	1	99
48	2	79
48	3	95
48	4	97
48	5	100
48	6	79
48	7	101
48	8	99
48	9	100
49	0	79
49	1	97
49	2	73
49	3	97
49	4	102
49	5	96
49	6	103
49	7	104
49	8	105
49	9	89
50	0	105
50	1	98
50	2	75
50	3	73
50	4	78
50	5	79
50	6	106
50	7	73
50	8	107
50	9	108
51	0	97
51	1	109
51	2	0
51	3	95
51	4	73
51	5	95
51	6	100
51	7	79
51	8	97
51	9	73
52	0	95
52	1	97
52	2	103
52	3	95
52	4	110
52	5	96
52	6	97
52	7	103
52	8	95
52	9	102
53	0	97
53	1	96
53	2	104
53	3	79
53	4	111
53	5	96
53	6	97
53	7	96
53	8	97
53	9	103
54	0	92
54	1	112
54	2	92
54	3	74
54	4	113
54	5	92
54	6	109
54	7	102
54	8	92
54	9	73
55	0	114
55	1	73
55	2	95
55	3	73
55	4	95
55	5	73
55	6	92
55	7	95
55	8	102
55	9	95
56	0	73
56	1	95
56	2	92
56	3	95
56	4	97
56	5	79
56	6	95
56	7	73
56	8	102
56	9	97
57	0	79
57	1	95
57	2	79
57	3	95
57	4	73
57	5	92
57	6	95
57	7	89
57	8	79
57	9	95
58	0	79
58	1	104
58	2	95
58	3	76
58	4	62
58	5	73
58	6	92
58	7	77
58	8	115
58	9	73
59	0	98
59	1	95
59	2	116
59	3	95
59	4	89
59	5	0
59	6	11
59	7	10
59	8	11
59	9	18
60	0	28
60	1	15
60	2	12
60	3	95
60	4	55
60	5	95
60	6	117
60	7	104
60	8	96
60	9	118
61	0	112
61	1	73
61	2	95
61	3	99
61	4	119
61	5	120
61	6	121
61	7	95
61	8	100
61	9	79
62	0	73
62	1	92
62	2	79
62	3	109
62	4	95
62	5	92
62	6	95
62	7	108
62	8	122
62	9	123
63	0	95
63	1	89
63	2	95
63	3	116
63	4	95
63	5	78
63	6	79
63	7	95
63	8	92
63	9	98
64	0	89
64	1	115
64	2	92
64	3	124
64	4	73
64	5	95
64	6	73
64	7	125
64	8	73
64	9	75
65	0	92
65	1	95
65	2	97
65	3	104
65	4	110
65	5	95
65	6	89
65	7	95
65	8	97
65	9	73
66	0	95
66	1	89
66	2	126
66	3	79
66	4	100
66	5	95
66	6	102
66	7	97
66	8	79
66	9	92
67	0	73
67	1	95
67	2	73
67	3	92
67	4	95
67	5	127
67	6	83
67	7	128
67	8	73
67	9	89
68	0	95
68	1	97
68	2	129
68	3	98
68	4	95
68	5	11
68	6	10
68	7	73
68	8	130
68	9	124
69	0	97
69	1	20
69	2	131
69	3	73
69	4	130
69	5	95
69	6	92
69	7	74
69	8	95
69	9	73
70	0	132
70	1	73
70	2	79
70	3	80
70	4	27
70	5	80
70	6	95
70	7	124
70	8	92
70	9	99
71	0	73
71	1	97
71	2	95
71	3	117
71	4	73
71	5	98
71	6	133
71	7	1
71	8	67
71	9	29
72	0	95
72	1	105
72	2	89
72	3	92
72	4	95
72	5	92
72	6	73
72	7	95
72	8	134
72	9	95
73	0	92
73	1	95
73	2	135
73	3	109
73	4	95
73	5	55
73	6	119
73	7	104
73	8	95
73	9	116
74	0	115
74	1	73
74	2	95
74	3	99
74	4	92
74	5	109
74	6	97
74	7	66
74	8	20
74	9	77
75	0	75
75	1	108
75	2	132
75	3	73
75	4	124
75	5	95
75	6	77
75	7	97
75	8	95
75	9	92
76	0	95
76	1	97
76	2	136
76	3	20
76	4	19
76	5	95
76	6	73
76	7	95
76	8	89
76	9	95
77	0	102
77	1	95
77	2	102
77	3	97
77	4	75
77	5	97
77	6	78
77	7	92
77	8	73
77	9	99
78	0	95
78	1	128
78	2	95
78	3	99
78	4	137
78	5	119
78	6	117
78	7	134
78	8	95
78	9	137
79	0	95
79	1	73
79	2	79
79	3	95
79	4	99
79	5	95
79	6	119
79	7	97
79	8	95
79	9	124
80	0	95
80	1	134
80	2	18
80	3	81
80	4	79
80	5	101
80	6	95
80	7	119
80	8	95
80	9	124
81	0	92
81	1	138
81	2	95
81	3	110
81	4	89
81	5	99
81	6	95
81	7	99
81	8	95
81	9	139
82	0	117
82	1	97
82	2	124
82	3	92
82	4	128
82	5	89
82	6	140
82	7	141
82	8	74
82	9	101
83	0	113
83	1	101
83	2	142
83	3	95
83	4	99
83	5	97
83	6	99
83	7	92
83	8	139
83	9	92
84	0	95
84	1	124
84	2	102
84	3	66
84	4	95
84	5	138
84	6	92
84	7	97
84	8	95
84	9	73
85	0	0
85	1	1
85	2	95
85	3	73
85	4	75
85	5	95
85	6	143
85	7	144
85	8	145
85	9	95
86	0	124
86	1	97
86	2	146
86	3	116
86	4	137
86	5	95
86	6	102
86	7	0
86	8	1
86	9	0
87	0	20
87	1	66
87	2	15
87	3	95
87	4	26
87	5	80
87	6	26
87	7	80
87	8	147
87	9	95
88	0	77
88	1	98
88	2	95
88	3	116
88	4	129
88	5	97
88	6	74
88	7	95
88	8	148
88	9	92
89	0	95
89	1	97
89	2	130
89	3	97
89	4	149
89	5	150
89	6	151
89	7	88
89	8	151
89	9	73
90	0	98
90	1	130
90	2	97
90	3	95
90	4	98
90	5	0
90	6	1
90	7	95
90	8	79
90	9	130
91	0	97
91	1	95
91	2	103
91	3	138
91	4	97
91	5	130
91	6	97
91	7	95
91	8	128
91	9	152
92	0	79
92	1	100
92	2	79
92	3	100
92	4	101
92	5	96
92	6	99
92	7	124
92	8	95
92	9	79
93	0	130
93	1	138
93	2	97
93	3	73
93	4	115
93	5	97
93	6	99
93	7	102
93	8	96
93	9	103
94	0	104
94	1	105
94	2	89
94	3	105
94	4	98
94	5	75
94	6	73
94	7	78
94	8	79
94	9	106
95	0	107
95	1	108
95	2	89
95	3	97
95	4	95
95	5	153
95	6	0
95	7	95
95	8	73
95	9	100
96	0	79
96	1	95
96	2	102
96	3	97
96	4	103
96	5	96
96	6	95
96	7	73
96	8	116
96	9	110
97	0	96
97	1	103
97	2	95
97	3	96
97	4	130
97	5	137
97	6	97
97	7	130
97	8	97
97	9	96
98	0	99
98	1	97
98	2	96
98	3	79
98	4	96
98	5	111
98	6	96
98	7	112
98	8	137
98	9	97
99	0	79
99	1	100
99	2	79
99	3	100
99	4	79
99	5	154
99	6	155
99	7	79
99	8	156
99	9	79
100	0	32
100	1	157
100	2	158
100	3	47
100	4	159
100	5	5
100	6	55
100	7	160
100	8	62
100	9	48
101	0	116
101	1	73
101	2	116
101	3	17
101	4	80
101	5	8
101	6	80
101	7	26
101	8	80
101	9	161
102	0	66
102	1	80
102	2	14
102	3	80
102	4	14
102	5	161
102	6	80
102	7	161
102	8	80
102	9	26
103	0	83
103	1	80
103	2	83
103	3	80
103	4	27
103	5	15
103	6	13
103	7	80
103	8	8
103	9	14
104	0	78
104	1	162
104	2	2
104	3	102
104	4	125
104	5	134
104	6	78
104	7	102
104	8	78
104	9	100
105	0	102
105	1	78
105	2	100
105	3	163
105	4	164
105	5	165
105	6	100
105	7	78
105	8	166
105	9	112
106	0	102
106	1	106
106	2	113
106	3	106
106	4	102
106	5	138
106	6	97
106	7	130
106	8	112
106	9	166
107	0	55
107	1	54
107	2	21
107	3	63
107	4	167
107	5	168
107	6	112
107	7	87
107	8	102
107	9	112
108	0	102
108	1	78
108	2	113
108	3	106
108	4	169
108	5	74
108	6	102
108	7	138
108	8	102
108	9	169
109	0	102
109	1	170
109	2	171
109	3	78
109	4	79
109	5	102
109	6	112
109	7	106
109	8	172
109	9	106
110	0	172
110	1	173
110	2	174
110	3	175
110	4	111
110	5	171
110	6	111
110	7	175
110	8	111
110	9	170
111	0	175
111	1	171
111	2	170
111	3	112
111	4	170
111	5	175
111	6	97
111	7	138
111	8	102
111	9	109
112	0	92
112	1	176
112	2	177
112	3	142
112	4	135
112	5	78
112	6	102
112	7	78
112	8	177
112	9	132
113	0	102
113	1	113
113	2	78
113	3	102
113	4	113
113	5	92
113	6	178
113	7	179
113	8	180
113	9	181
114	0	182
114	1	183
114	2	184
114	3	185
114	4	102
114	5	73
114	6	78
114	7	186
114	8	187
114	9	74
115	0	92
115	1	74
115	2	172
115	3	112
115	4	78
115	5	73
115	6	102
115	7	125
115	8	188
115	9	112
116	0	91
116	1	102
116	2	189
116	3	124
116	4	102
116	5	125
116	6	102
116	7	190
116	8	191
116	9	190
117	0	20
117	1	66
117	2	20
117	3	18
117	4	15
117	5	84
117	6	7
117	7	24
117	8	7
117	9	20
118	0	192
118	1	193
118	2	192
118	3	193
118	4	20
118	5	3
118	6	193
118	7	20
118	8	83
118	9	20
119	0	193
119	1	20
119	2	193
119	3	20
119	4	193
119	5	20
119	6	193
119	7	66
119	8	20
119	9	193
120	0	83
120	1	20
120	2	193
120	3	192
120	4	83
120	5	20
120	6	9
120	7	10
120	8	20
120	9	83
121	0	21
121	1	20
121	2	83
121	3	20
121	4	83
121	5	20
121	6	83
121	7	20
121	8	10
121	9	20
122	0	192
122	1	193
122	2	83
122	3	20
122	4	11
122	5	83
122	6	20
122	7	66
122	8	192
122	9	83
123	0	18
123	1	76
123	2	2
123	3	10
123	4	11
123	5	20
123	6	10
123	7	83
123	8	20
123	9	192
124	0	193
124	1	194
124	2	192
124	3	193
124	4	195
124	5	83
124	6	10
124	7	27
124	8	80
124	9	27
125	0	80
125	1	66
125	2	192
125	3	11
125	4	20
125	5	195
125	6	193
125	7	192
125	8	83
125	9	20
126	0	17
126	1	11
126	2	20
126	3	83
126	4	193
126	5	20
126	6	10
126	7	192
126	8	193
126	9	10
127	0	67
127	1	10
127	2	11
127	3	83
127	4	192
127	5	193
127	6	83
127	7	10
127	8	20
127	9	83
128	0	192
128	1	193
128	2	2
128	3	20
128	4	192
128	5	193
128	6	196
128	7	83
128	8	192
128	9	83
129	0	192
129	1	193
129	2	20
129	3	10
129	4	193
129	5	192
129	6	83
129	7	20
129	8	10
129	9	20
130	0	193
130	1	192
130	2	83
130	3	20
130	4	83
130	5	20
130	6	193
130	7	192
130	8	195
130	9	30
131	0	192
131	1	193
131	2	10
131	3	20
131	4	66
131	5	10
131	6	11
131	7	20
131	8	192
131	9	193
132	0	29
132	1	31
132	2	29
132	3	26
132	4	80
132	5	29
132	6	31
132	7	29
132	8	31
132	9	29
133	0	5
133	1	26
133	2	80
133	3	19
133	4	20
133	5	7
133	6	34
133	7	18
133	8	105
133	9	116
134	0	34
134	1	19
134	2	80
134	3	7
134	4	8
134	5	34
134	6	80
134	7	2
134	8	34
134	9	20
135	0	80
135	1	15
135	2	18
135	3	197
135	4	16
135	5	8
135	6	67
135	7	17
135	8	7
135	9	147
136	0	27
136	1	198
136	2	18
136	3	6
136	4	8
136	5	15
136	6	199
136	7	26
136	8	27
136	9	80
137	0	26
137	1	80
137	2	26
137	3	27
137	4	200
137	5	201
137	6	79
137	7	26
137	8	80
137	9	26
138	0	80
138	1	190
138	2	202
138	3	198
138	4	6
138	5	194
138	6	11
138	7	20
138	8	203
138	9	204
139	0	27
139	1	80
139	2	27
139	3	82
139	4	205
139	5	176
139	6	205
139	7	141
139	8	15
139	9	7
140	0	2
140	1	5
140	2	2
140	3	25
140	4	19
140	5	10
140	6	7
140	7	127
140	8	1
140	9	2
141	0	0
141	1	206
141	2	7
141	3	5
141	4	2
141	5	25
141	6	7
141	7	2
141	8	29
141	9	2
142	0	5
142	1	20
142	2	17
142	3	25
142	4	2
142	5	1
142	6	2
142	7	18
142	8	2
142	9	12
143	0	2
143	1	25
143	2	7
143	3	207
143	4	2
143	5	7
143	6	2
143	7	15
143	8	79
143	9	20
144	0	191
144	1	104
144	2	103
144	3	104
144	4	117
144	5	104
144	6	21
144	7	15
144	8	86
144	9	80
145	0	21
145	1	28
145	2	20
145	3	21
145	4	83
145	5	193
145	6	34
145	7	13
145	8	26
145	9	193
146	0	1
146	1	193
146	2	80
146	3	1
146	4	80
146	5	1
146	6	208
146	7	1
146	8	80
146	9	1
147	0	95
147	1	187
147	2	95
147	3	91
147	4	209
147	5	95
147	6	77
147	7	66
147	8	95
147	9	79
148	0	18
148	1	15
148	2	68
148	3	132
148	4	73
148	5	105
148	6	89
148	7	172
148	8	98
148	9	132
149	0	80
149	1	7
149	2	15
149	3	5
149	4	15
149	5	8
149	6	15
149	7	80
149	8	15
149	9	7
150	0	116
150	1	89
150	2	116
150	3	172
150	4	89
150	5	79
150	6	89
150	7	210
150	8	100
150	9	79
151	0	26
151	1	76
151	2	5
151	3	6
151	4	26
151	5	15
151	6	80
151	7	26
151	8	80
151	9	15
152	0	23
152	1	15
152	2	89
152	3	80
152	4	27
152	5	15
152	6	80
152	7	26
152	8	16
152	9	6
153	0	32
153	1	30
153	2	8
153	3	14
153	4	15
153	5	13
153	6	17
153	7	32
153	8	194
153	9	18
154	0	1
154	1	127
154	2	64
154	3	10
154	4	20
154	5	83
154	6	76
154	7	83
154	8	32
154	9	83
155	0	15
155	1	83
155	2	1
155	3	2
155	4	63
155	5	22
155	6	63
155	7	14
155	8	81
155	9	32
156	0	64
156	1	13
156	2	67
156	3	0
156	4	11
156	5	2
156	6	17
156	7	19
156	8	10
156	9	19
157	0	3
157	1	66
157	2	83
157	3	66
157	4	33
157	5	30
157	6	11
157	7	0
157	8	32
157	9	30
158	0	10
158	1	20
158	2	63
158	3	211
158	4	1
158	5	18
158	6	17
158	7	21
158	8	212
158	9	71
159	0	11
159	1	32
159	2	207
159	3	32
159	4	59
159	5	18
159	6	7
159	7	18
159	8	5
159	9	1
160	0	7
160	1	15
160	2	7
160	3	17
160	4	207
160	5	194
160	6	32
160	7	30
160	8	213
160	9	32
161	0	31
161	1	32
161	2	213
161	3	18
161	4	30
161	5	10
161	6	11
161	7	214
161	8	1
161	9	215
162	0	59
162	1	1
162	2	15
162	3	17
162	4	32
162	5	31
162	6	17
162	7	32
162	8	31
162	9	32
163	0	31
163	1	127
163	2	10
163	3	11
163	4	10
163	5	13
163	6	32
163	7	64
163	8	34
163	9	32
164	0	2
164	1	1
164	2	11
164	3	32
164	4	216
164	5	214
164	6	217
164	7	32
164	8	83
164	9	15
165	0	7
165	1	30
165	2	32
165	3	17
165	4	7
165	5	32
165	6	1
165	7	0
165	8	11
165	9	0
166	0	32
166	1	26
166	2	19
166	3	26
166	4	217
166	5	66
166	6	30
166	7	127
166	8	18
166	9	1
167	0	0
167	1	1
167	2	92
167	3	1
167	4	0
167	5	1
167	6	32
167	7	20
167	8	18
167	9	30
168	0	18
168	1	58
168	2	1
168	3	207
168	4	8
168	5	207
168	6	32
168	7	15
168	8	32
168	9	10
169	0	18
169	1	34
169	2	216
169	3	18
169	4	20
169	5	59
169	6	7
169	7	66
169	8	194
169	9	127
170	0	76
170	1	1
170	2	32
170	3	33
170	4	18
170	5	20
170	6	127
170	7	10
170	8	9
170	9	218
171	0	11
171	1	207
171	2	32
171	3	30
171	4	63
171	5	59
171	6	196
171	7	34
171	8	8
171	9	76
172	0	216
172	1	18
172	2	66
172	3	76
172	4	216
172	5	18
172	6	11
172	7	192
172	8	83
172	9	76
173	0	32
173	1	127
173	2	32
173	3	18
173	4	19
173	5	127
173	6	32
173	7	11
173	8	18
173	9	11
174	0	219
174	1	59
174	2	72
174	3	32
174	4	1
174	5	65
174	6	32
174	7	0
174	8	1
174	9	128
175	0	220
175	1	221
175	2	78
175	3	1
175	4	0
175	5	1
175	6	32
175	7	7
175	8	8
175	9	32
176	0	207
176	1	18
176	2	32
176	3	33
176	4	8
176	5	32
176	6	1
176	7	19
176	8	18
176	9	207
177	0	18
177	1	13
177	2	32
177	3	6
177	4	17
177	5	16
177	6	32
177	7	20
177	8	18
177	9	32
178	0	29
178	1	1
178	2	207
178	3	127
178	4	20
178	5	207
178	6	30
178	7	32
178	8	213
178	9	32
179	0	213
179	1	29
179	2	18
179	3	76
179	4	216
179	5	7
179	6	15
179	7	19
179	8	18
179	9	64
180	0	8
180	1	222
180	2	223
180	3	32
180	4	11
180	5	10
180	6	19
180	7	32
180	8	18
180	9	32
181	0	10
181	1	20
181	2	30
181	3	127
181	4	192
181	5	127
181	6	32
181	7	30
181	8	19
181	9	80
182	0	32
182	1	7
182	2	15
182	3	32
182	4	20
182	5	1
182	6	0
182	7	1
182	8	128
182	9	219
183	0	101
183	1	78
183	2	128
183	3	1
183	4	32
183	5	3
183	6	19
183	7	32
183	8	18
183	9	1
184	0	11
184	1	10
184	2	32
184	3	1
184	4	127
184	5	64
184	6	2
184	7	1
184	8	127
184	9	64
185	0	1
185	1	32
185	2	2
185	3	32
185	4	64
185	5	32
185	6	64
185	7	59
185	8	127
185	9	224
186	0	63
186	1	32
186	2	5
186	3	7
186	4	219
186	5	225
186	6	226
186	7	31
186	8	17
186	9	4
187	0	216
187	1	14
187	2	127
187	3	32
187	4	64
187	5	9
187	6	11
187	7	64
187	8	6
187	9	1
188	0	19
188	1	64
188	2	0
188	3	32
188	4	10
188	5	28
188	6	15
188	7	0
188	8	65
188	9	32
189	0	20
189	1	11
189	2	10
189	3	32
189	4	8
189	5	7
189	6	2
189	7	7
189	8	222
189	9	207
190	0	64
190	1	32
190	2	18
190	3	17
190	4	8
190	5	15
190	6	207
190	7	83
190	8	127
190	9	194
191	0	13
191	1	83
191	2	15
191	3	14
191	4	1
191	5	2
191	6	192
191	7	207
191	8	18
191	9	29
192	0	73
192	1	64
192	2	32
192	3	31
192	4	8
192	5	32
192	6	127
192	7	18
192	8	11
192	9	0
193	0	127
193	1	15
193	2	7
193	3	32
193	4	213
193	5	10
193	6	18
193	7	207
193	8	194
193	9	127
194	0	207
194	1	17
194	2	19
194	3	18
194	4	1
194	5	18
194	6	31
194	7	5
194	8	18
194	9	2
195	0	1
195	1	3
195	2	1
195	3	127
195	4	207
195	5	20
195	6	18
195	7	17
195	8	20
195	9	32
196	0	207
196	1	18
196	2	1
196	3	225
196	4	10
196	5	32
196	6	59
196	7	20
196	8	18
196	9	19
197	0	1
197	1	18
197	2	1
197	3	9
197	4	64
197	5	127
197	6	207
197	7	18
197	8	1
197	9	32
198	0	17
198	1	1
198	2	18
198	3	1
198	4	225
198	5	83
198	6	76
198	7	83
198	8	6
198	9	5
199	0	0
199	1	18
199	2	225
199	3	65
199	4	30
199	5	11
199	6	18
199	7	17
199	8	13
199	9	8
200	0	63
200	1	83
200	2	7
200	3	66
200	4	8
200	5	18
200	6	6
200	7	15
200	8	7
200	9	15
201	0	13
201	1	66
201	2	15
201	3	30
201	4	15
201	5	8
201	6	64
201	7	18
201	8	16
201	9	9
202	0	80
202	1	218
202	2	15
202	3	8
202	4	23
202	5	14
202	6	20
202	7	18
202	8	227
202	9	15
203	0	105
203	1	228
203	2	98
203	3	228
203	4	108
203	5	229
203	6	228
203	7	91
203	8	133
203	9	230
204	0	80
204	1	26
204	2	80
204	3	231
204	4	232
204	5	231
204	6	232
204	7	71
204	8	233
204	9	231
205	0	232
205	1	231
205	2	147
205	3	197
205	4	161
205	5	81
205	6	161
205	7	26
205	8	80
205	9	26
206	0	80
206	1	26
206	2	27
206	3	26
206	4	80
206	5	26
206	6	232
206	7	233
206	8	232
206	9	231
207	0	232
207	1	80
207	2	233
207	3	234
207	4	233
207	5	231
207	6	232
207	7	231
207	8	232
207	9	231
208	0	147
208	1	231
208	2	232
208	3	231
208	4	71
208	5	232
208	6	233
208	7	71
208	8	231
208	9	71
209	0	212
209	1	232
209	2	147
209	3	161
209	4	231
209	5	26
209	6	80
209	7	26
209	8	80
209	9	26
210	0	80
210	1	27
210	2	233
210	3	231
210	4	233
210	5	231
210	6	233
210	7	232
210	8	147
210	9	233
211	0	80
211	1	71
211	2	233
211	3	71
211	4	232
211	5	231
211	6	232
211	7	233
211	8	71
211	9	231
212	0	71
212	1	232
212	2	26
212	3	80
212	4	71
212	5	231
212	6	80
212	7	27
212	8	231
212	9	233
213	0	161
213	1	233
213	2	232
213	3	231
213	4	80
213	5	26
213	6	231
213	7	232
213	8	231
213	9	80
214	0	27
214	1	231
214	2	233
214	3	232
214	4	147
214	5	231
214	6	232
214	7	233
214	8	147
214	9	231
215	0	27
215	1	80
215	2	27
215	3	233
215	4	232
215	5	231
215	6	233
215	7	231
215	8	235
215	9	231
216	0	89
216	1	145
216	2	89
216	3	236
216	4	115
216	5	34
216	6	1
216	7	34
216	8	95
216	9	115
217	0	80
217	1	8
217	2	15
217	3	17
217	4	18
217	5	15
217	6	2
217	7	18
217	8	27
217	9	80
218	0	237
218	1	83
218	2	9
218	3	238
218	4	33
218	5	59
218	6	62
218	7	59
218	8	238
218	9	63
219	0	62
219	1	59
219	2	63
219	3	64
219	4	83
219	5	237
219	6	239
219	7	224
219	8	196
219	9	59
220	0	8
220	1	15
220	2	59
220	3	2
220	4	22
220	5	10
220	6	240
220	7	63
220	8	62
220	9	63
221	0	4
221	1	18
221	2	59
221	3	83
221	4	9
221	5	63
221	6	17
221	7	63
221	8	59
221	9	9
222	0	59
222	1	83
222	2	33
222	3	67
222	4	76
222	5	63
222	6	59
222	7	241
222	8	15
222	9	59
223	0	11
223	1	63
223	2	240
223	3	242
223	4	243
223	5	59
223	6	63
223	7	59
223	8	9
223	9	63
224	0	59
224	1	83
224	2	63
224	3	59
224	4	9
224	5	63
224	6	11
224	7	2
224	8	240
224	9	59
225	0	63
225	1	62
225	2	59
225	3	63
225	4	22
225	5	212
225	6	9
225	7	244
225	8	63
225	9	59
226	0	76
226	1	63
226	2	59
226	3	83
226	4	59
226	5	9
226	6	22
226	7	10
226	8	83
226	9	59
227	0	63
227	1	59
227	2	63
227	3	59
227	4	9
227	5	59
227	6	79
227	7	33
227	8	62
227	9	63
228	0	79
228	1	63
228	2	59
228	3	63
228	4	67
228	5	59
228	6	63
228	7	1
228	8	59
228	9	63
229	0	8
229	1	63
229	2	72
229	3	1
229	4	63
229	5	59
229	6	72
229	7	10
229	8	62
229	9	59
230	0	62
230	1	63
230	2	3
230	3	63
230	4	59
230	5	11
230	6	59
230	7	33
230	8	63
230	9	1
231	0	32
231	1	59
231	2	63
231	3	59
231	4	2
231	5	1
231	6	59
231	7	63
231	8	64
231	9	59
232	0	245
232	1	246
232	2	0
232	3	9
232	4	63
232	5	22
232	6	59
232	7	63
232	8	83
232	9	63
233	0	59
233	1	63
233	2	59
